value,persona_id
Иногда я езжу в лес.,1624
Я люблю танцевать.,1625
Я люблю свою жену,1626
Замужем,1627
У меня есть машина,1628
Я счастлива,1629
У меня есть шуба.,1630
Я люблю историю.,1631
Я пою,1632
Я люблю слушать рок.,1633
я разбираюсь в истории.,1634
Я люблю учить футболу.,1635
Я купил черепаху.,1636
Я хорошо пеку тортики.,1637
Вчера поймал крупную щуку,1638
Люблю узнавать новости,1639
Люблю убираться.,1640
У меня есть сын.,1641
есть магнитофон,1642
я развожу розы,1643
У меня есть собака.,1644
Я люблю вышивать.,1645
Разговариваю на трёх языках,1646
Не могу жить без воды,1647
Денег хватает только на еду,1648
Я люблю бананы.,1649
У меня есть хомяк,1650
люблю походы,1651
Люблю корейскую кухню.,1652
Я люблю общаться.,1653
Я бегаю по утрам.,1654
Живу одна с котом,1655
Увлекаюсь охотой.,1656
Я люблю путешествия.,1657
Я буду моделью.,1658
Работаю в банке,1659
я ношу очки,1660
Я живу на работе,1661
Песни под гитару.,1662
Люблю мыть посуду.,1663
я играю на гитаре,1664
Я хорошо рисую.,1665
У меня ничего нет.,1666
Я люблю готовить.,1667
я люблю море,1668
Люблю вышивать.,1669
люблю читать,1670
я в разводе,1671
Мой любимый цвет - жёлтый.,1672
Люблю своего мужа.,1673
Я люблю печь,1674
Мне нравится фотографировать.,1675
Я буду слесарем.,1676
Живу на берегу моря.,1677
Я люблю детей.,1678
У меня есть хомяк,1679
Очень люблю животных,1680
У меня есть попугай.,1681
Я живу с детьми.,1682
Я готовлю торты,1683
Увлекаюсь ходьбой,1684
Я пью ром,1685
Я умею чинить машину.,1686
Я замужем,1687
Я верю в любовь.,1688
Люблю собак.,1689
Я люблю кино.,1690
я не жаворонок,1691
Люблю читать.,1692
Делаю скворечники.,1693
Я люблю свою семью,1694
Я живу с родственниками.,1695
Я живу в доме,1696
Люблю кофе.,1697
У меня своя машина,1698
Дома у меня три кота,1699
Я люблю гулять с собакой,1700
люблю сериалы,1701
Я живу в большом доме.,1702
увлекаюсь фотографией.,1703
Не трачу время зря,1704
Сегодня познакомилась с парнем,1705
Я люблю читать.,1706
Я люблю походы.,1707
Я играю в шашки.,1708
Я люблю котиков,1709
Работаю кондитером.,1710
Женилась на любви .,1711
работаю в пекарне больше 7 лет.,1712
Увлекаемся лирикой.,1713
Я люблю путешествовать,1714
Я люблю рисовать,1715
Я преподаватель в школе,1716
Мне нравиться осень.,1717
Никто меня не понимает.,1718
у меня есть собака,1719
Я хорошо готовлю.,1720
Я ношу очки,1721
Занимаюсь спортом.,1722
Люблю водить автомобиль.,1723
Я умею готовить,1724
Я люблю сноуборд,1725
Люблю дачу.,1726
я не люблю собак,1727
Я люблю путешествовать,1728
Хочу в Бразилию,1729
я люблю ездить за город,1730
люблю грузинскую кухню,1731
Я люблю сигареты .,1732
У меня брат.,1733
У меня есть дача.,1734
У меня прекрасная дочь,1735
У меня красивый дом.,1736
Я живу в Волгограде.,1737
Я замужем.,1738
Меня любят только за деньги,1739
Я катаюсь на велосипеде.,1740
Я выступаю 3 года,1741
Достойная работа.,1742
есть интернет магазин.,1743
Мои родители торгуют на рынке.,1744
я люблю жену,1745
Умею шить крестиком,1746
Я люблю конфеты.,1747
Я занимаюсь йогой.,1748
У меня велосипед.,1749
Замужем уже 10 лет.,1750
я стоматолог,1751
У меня все есть,1752
Я сплю по 6 часов.,1753
у меня есть трое детей,1754
Я люблю читать.,1755
Я открыть свою галерею.,1756
Я увлекаюсь рисованием.,1757
Я отличный плотник,1758
Мечтаю открыть кафе.,1759
Я не умею кататься на велосипеде.,1760
Я увлекаюсь дизайном,1761
Люблю животных.,1762
Мечтаю переехать в Москву,1763
Я люблю природу.,1764
Была в Париже пять раз.,1765
Я люблю кушать пельмени,1766
Я поеду на море.,1767
У меня 3 племянника,1768
Институт остался в прошлом.,1769
Я играю в волейбол.,1770
Хочу завести мышь.,1771
Я увлекаюсь живописью,1772
С мужем в разводе,1773
Имею двоих детей,1774
Занимаюсь плаваньем,1775
Я увлекаюсь охотой,1776
Обожаю есть хот-дог,1777
Люблю ходить на выставки.,1778
Я хочу в горы,1779
Я люблю молоко,1780
Мечтаю о новой квартире,1781
Я садовод.,1782
катаюсь на коньках.,1783
Я стильная.,1784
я нигде не работаю.,1785
Часто отдыхаю на море.,1786
У меня есть рыбки,1787
Я держу козу,1788
Люблю Нашествие,1789
Мне нравится путешествовать.,1790
Я вышиваю крестиком,1791
Я люблю алый цвет.,1792
Я недавно женился.,1793
Хочу уехать за границу.,1794
у меня две сестры,1795
У меня есть лабрадор,1796
Я люблю рыбалку,1797
У меня есть хомяк.,1798
Я люблю Рождество.,1799
Я люблю лето.,1800
У меня трое детей,1801
я не умею готовить.,1802
У меня полно книг.,1803
Я работаю каменщиком,1804
у меня трое детей,1805
я очень вкусно готовлю,1806
Умею готовить,1807
Мое хобби вышивка,1808
Я посещаю все концерты,1809
Живу в деревне.,1810
Я люблю книги.,1811
Я фотограф.,1812
Живу в Москве,1813
"Я люблю рыбалку, охоту.",1814
Я люблю звезды,1815
люблю готовить.,1816
У меня есть дочь.,1817
Обожаю животных.,1818
я люблю музыку,1819
Я певица.,1820
Развожу муравьёв,1821
У меня пятеро внуков.,1822
Работаю инженером.,1823
Летом хочу в Испанию,1824
Я стану врачом,1825
У меня есть шляпа.,1826
У меня есть собака,1827
Я живу на даче.,1828
Я старший из них.,1829
я люблю детей,1830
я люблю ходить в кино,1831
Я закончил ПТУ.,1832
Вместе отдыхаем в деревне,1833
Учусь в универе.,1834
У меня сын-первоклассник,1835
занимаюсь спортом,1836
Я люблю теплый климат,1837
Моя машина старая.,1838
Играю на скрипке.,1839
Скоро у меня отпуск,1840
У меня семь коров,1841
Люблю енотиков.,1842
Я был на свадьбе родителей,1843
Работаю прорабом на стройке.,1844
я играю в PS 2,1845
Я не умею готовить.,1846
Я увлекаюсь спортом.,1847
Я веселый человек.,1848
люблю отдыхать со своими одногруппниками,1849
Я был женат 3 раза.,1850
Люблю смотреть на звезды,1851
Я люблю смотреть сериалы,1852
Живу в съемной квартире.,1853
У меня есть кот,1854
я люблю Пушкина,1855
Кормлю кошку,1856
работаю в жэу,1857
Люблю природу,1858
Я люблю готовить.,1859
У меня есть двое детей.,1860
Я бухгалтер-компьютерщик,1861
У меня две дочки.,1862
Родители были медиками,1863
Я люблю инстаграм,1864
Я работаю татуировщиком,1865
У меня своя квартира.,1866
я живу за городом,1867
Хобби - рыбалка,1868
Я объездила всю Англию,1869
"Моя метла, это электрогитара.",1870
у меня 2 попугайчика,1871
люблю готовить!,1872
Я работаю в Сельпо.,1873
я верю что все будет хорошо,1874
Я хочу работать,1875
Ненавижу контрольные.,1876
Люблю путешествовать,1877
Я люблю гулять под дождем.,1878
Я хочу стать знаменитым.,1879
Я мечтаю побывать в Лондоне,1880
У меня две собаки,1881
я совсем одинока,1882
Я хорошо готовлю.,1883
Я люблю играть с детьми.,1884
Я люблю спать.,1885
Я работаю на стройке.,1886
У меня 5 кошек.,1887
Я был на Мальте,1888
Смотрю советские фильмы,1889
Люблю детей.,1890
Мои родители из Германии,1891
я люблю работать,1892
Люблю компьютерные игры,1893
Мой брат скоро приедет,1894
я катаюсь на лыжах,1895
у меня маленькая дочка,1896
Мой отец банкир,1897
я люблю готовить,1898
Имею интересную семью.,1899
Я не люблю физкультуру.,1900
У меня 2 лучших друга,1901
Люблю живое общение.,1902
люблю готовить,1903
У меня есть рыжая собака.,1904
Я часто путешествую.,1905
Мы любим с ней гулять.,1906
Люблю шансон,1907
Мечтаю путешествовать.,1908
Я мечтаю о деревне,1909
У меня есть аквариум.,1910
Я живу с друзьями.,1911
Очень сильный.,1912
Я живу на 6 этаже.,1913
Вкусно готовлю,1914
У меня есть хомячок,1915
Я люблю готовить,1916
у меня есть сын,1917
Я живу с родителями.,1918
Я люблю фотографировать,1919
Я люблю котиков,1920
Много читаю,1921
в будущем я хочу поступить в медицинский университет,1922
У меня есть кошка,1923
Я хорошо готовлю.,1924
У меня один сын.,1925
Рисую мелками.,1926
Я интроверт.,1927
Я играю на гитаре.,1928
Живу один.,1929
Я люблю японскую кухню.,1930
Люблю собирать модели.,1931
Есть кошка.,1932
Мечтаю о своей школе.,1933
Я люблю мультики.,1934
Я хочу завести индюков.,1935
Люблю читать.,1936
Я обожаю готовить.,1937
люблю петь в душе.,1938
Я очень люблю комедии.,1939
Я люблю принимать гостей,1940
У меня есть собака.,1941
У меня есть джип.,1942
Я веду ЗОЖ,1943
Я продаю сыры.,1944
У меня много наград.,1945
Выучила английский.,1946
Люблю слушать рок,1947
Я пенсионерка.,1948
Живу в городе Уфа,1949
Я люблю день зарплаты,1950
Я люблю спорт,1951
У меня нет вредных привычек.,1952
обожаю спасать людей,1953
Люблю книги,1954
Я каждый день.,1955
Я имею любовницу,1956
Мне нравится спорт,1957
Ездил отдыхать в Египет.,1958
Я вяжу крючком,1959
я родился в деревне,1960
Я в активном поиске.,1961
Люблю помогать людям,1962
Я занимаюсь танцами.,1963
У меня карие глаза.,1964
Я занимаюсь йогой,1965
У меня есть собака,1966
Я хорошо готовлю,1967
У меня 2 сына,1968
Очень люблю отдых,1969
"Не женат,",1970
я был в 7 странах,1971
У меня есть ребенок.,1972
У меня будет ребёнок.,1973
Люблю детей,1974
Люблю музыку.,1975
Мечтаю побывать во Флоренции,1976
Я никогда не была в горах.,1977
езжу на велосипеде,1978
Легко иду на контакт,1979
Ездил в Сочи,1980
Работаю секретарем,1981
езжу на своей малышке,1982
У МЕНЯ ТРИ СЫНА,1983
Я хорошо готовлю,1984
Люблю гулять по парку,1985
Я из детдома.,1986
"Люблю танцевать, петь.",1987
Я плаваю кролем,1988
знаю 5 языков,1989
Любимая еда - пицца.,1990
Кушать хочется,1991
У меня есть девушка.,1992
Я люблю дельфинов.,1993
Я хорошо пеку,1994
Есть муж и дети.,1995
Я свободен.,1996
Люблю пить пиво,1997
Я живу в деревне,1998
Занимаюсь йогой.,1999
Я катаюсь на лыжах.,2000
У меня есть кошка.,2001
Я мечтаю о море,2002
Я люблю своего парня.,2003
У меня есть автомобиль.,2004
Я играю на баяне,2005
Я умею готовить .,2006
гуляю с друзьями.,2007
Не люблю убираться.,2008
Я хорошо бегаю,2009
Я никогда не ел фастфуд.,2010
Я ношу юбку.,2011
Я часто мечтаю,2012
У меня большая семья.,2013
37 лет в школе,2014
Часто путешествую,2015
У меня 2 автомобиля,2016
Я мечтаю о коте,2017
мечтаю побывать в Африке,2018
Люблю читать.,2019
нет постоянной работы,2020
Я люблю арбузы,2021
я люблю путешествовать,2022
Я была инженером,2023
У меня есть ноут,2024
Моя мама работает учителем,2025
Я люблю вышивать,2026
Я люблю читать книжки,2027
Я холостяк,2028
я был трижды женат,2029
Я живу с собакой.,2030
я красив,2031
Учусь на 3 курсе,2032
В детстве мечтал быть художником.,2033
Я закончил институт.,2034
Я работаю дома,2035
мне нравится петь,2036
Работаю в одном месте 10 лет,2037
люблю готовить.,2038
У меня есть много племянников.,2039
Я работаю медсестрой.,2040
Я учусь дайвингу.,2041
Я люблю рок-н-ролл.,2042
Я молчалива.,2043
Я пеку вкусные пироги,2044
люблю путешествия,2045
Люблю есть бургеры,2046
Мои родители хорошие,2047
У меня лучший муж.,2048
Я не умею плавать.,2049
Я не пью и не курю.,2050
У меня есть собака.,2051
У меня есть три кошки.,2052
Обожаю готовить.,2053
мне идёт красный,2054
У меня есть дочь,2055
У меня есть два кота и маленькая собачка.,2056
У меня двое детей.,2057
Люблю детей.,2058
Я люблю бананы.,2059
Я делаю работы.,2060
Я живу в общежитии.,2061
Я работаю в театре.,2062
Я встречаюсь с друзьями.,2063
Люблю рисовать,2064
У меня есть муж,2065
Я занимаюсь спортом,2066
Активный отдых.,2067
Мой брат живет один,2068
У меня большой сад.,2069
Я играю на пианино.,2070
У меня трое детей,2071
Я люблю море.,2072
я брюнет.,2073
У меня двое детей,2074
хочу выйти замуж,2075
Я люблю вкусно поесть,2076
Я люблю жить.,2077
я живу рядом с работой,2078
У меня много друзей,2079
Люблю печь пирожки.,2080
Я очень люблю котов,2081
Я лентяй.,2082
Я мечтаю о море,2083
Люблю читать,2084
Я люблю футбол,2085
Я люблю готовить,2086
Вес соответствует норме,2087
Я часто ем,2088
Медитирую каждый день.,2089
Красиво читаю стихи.,2090
Мой город красивый.,2091
Я люблю путешествовать.,2092
Я много читаю.,2093
Я смотрю фильмы,2094
Играю на гитаре.,2095
Я хожу на баскетбол.,2096
Я знаю китайский язык,2097
Я играю на гитаре.,2098
Я подрабатываю промоутером.,2099
Развожу рыбок.,2100
У меня два кота.,2101
Люблю яркие краски.,2102
Я вожу пассажиров.,2103
Люблю холодец.,2104
Слежу за здоровьем,2105
я играю на гитаре,2106
У меня есть муж.,2107
Я люблю путешествовать.,2108
Я снова беременна,2109
У меня трое детей.,2110
Люблю компот из сухофруктов,2111
Готовлю узбекскую кухню.,2112
Я живу с женой.,2113
У меня есть собака.,2114
Я живу в доме.,2115
Поздно засыпаю.,2116
Люблю борщ.,2117
У меня есть кошка.,2118
Я играю в футбол.,2119
Много знаю,2120
У меня есть внучка,2121
люблю музыку,2122
Люблю играть в покемонов,2123
Я обожаю читать,2124
Я занимаюсь спортом,2125
Я пишу стихи.,2126
Я работаю в магазине,2127
Я люблю рисовать.,2128
Я люблю петь,2129
У меня есть 2 сестры.,2130
Расслабляюсь за компьютером,2131
Не умею плавать.,2132
Хочу отдыхать на Мальдивах.,2133
У меня дорогая машина.,2134
Я люблю пельмени,2135
я бегаю по утрам,2136
Постоянно гуляю.,2137
У меня есть сын и дочь,2138
езжу на машине,2139
Есть дочь.,2140
У меня есть попугай.,2141
У меня есть 4 брата.,2142
люблю готовить плов,2143
Мои родители продавцы,2144
Я замужем,2145
я бывал во многих странах,2146
Тренирую детей и взрослых.,2147
Женат,2148
Я живу в селе,2149
Люблю баскетбол,2150
Люблю рыбалку.,2151
Я люблю рыбалку.,2152
Работаю учителем алгебры в школе.,2153
Я развожу улиток,2154
Я делаю людям стрижки.,2155
катаюсь на квадроцикле,2156
Люблю рыбалку и отдых на природе.,2157
Живу одна.,2158
Я живу в селе.,2159
Я люблю чай .,2160
У меня двое детей,2161
Работаю горничной.,2162
у меня живет 5 кошек,2163
у меня дома мыши),2164
Обожаю фильмы Тарантино,2165
Я пеку торты.,2166
Я езжу на велосипеде,2167
Я смотрю сериалы,2168
Люблю жену.,2169
У меня два сына.,2170
Есть сын и дочь.,2171
Часто посещаю театры.,2172
Я люблю свою семью.,2173
Я ухаживаю за животными в приюте,2174
Я учусь в ШГУ,2175
Играю на гитаре,2176
Я люблю пельмени.,2177
Я люблю собирать грибы.,2178
У меня есть сын,2179
У меня есть сын,2180
люблю слушать реп,2181
У меня 3 детей.,2182
мама лучший друг,2183
Я читаю рэп.,2184
Я люблю выращивать цветы,2185
У меня много друзей,2186
Сбрил бороду.,2187
Я много ем,2188
Я люблю спорт,2189
У меня сын,2190
Не хожу в кино,2191
Я слежу за новостями,2192
Я учусь в школе,2193
Живу в деревне.,2194
Я очень известный.,2195
Счастлива с мужем,2196
Страдаю от геморроя,2197
Я люблю корабли.,2198
У меня есть кот.,2199
я ищу новых впечатлений,2200
Я хожу в бассейн.,2201
я люблю путешествовать,2202
Люблю путешествовать,2203
Моя семья живет в деревне.,2204
научил разговаривать попугая,2205
мечтаю стать певцом,2206
Поеду кататься на канатной дороге.,2207
учусь на педагога,2208
Я умею делать сальто.,2209
У меня один ребенок,2210
Я интересуюсь живописью,2211
У меня есть дочка,2212
У меня есть хаски,2213
Увлекаюсь йогой,2214
Хожу в стрелковый клуб,2215
увлекаюсь пп,2216
Работаю на хлебозаводе,2217
Развожу кроликов и гусей.,2218
У меня есть кошка.,2219
Я обожаю мороженое .,2220
Я в разводе..,2221
Я стреляю в тире.,2222
У меня две сестры.,2223
Я люблю брошь,2224
Не замужем.,2225
Я выращиваю кукурузу,2226
я люблю пиво,2227
работаю в банке,2228
Я готовлю торты на заказ.,2229
Я люблю пиццу.,2230
Я не опаздываю.,2231
Люблю музыку.,2232
Я служил в армии.,2233
Мне 26,2234
Живу с родителями.,2235
моя девушка блондинка,2236
Играю на гитаре.,2237
люблю петь.,2238
Летом я еду на море.,2239
Я вкусно готовлю.,2240
Участвовал в выборах,2241
я хочу быть врачом,2242
Я пою,2243
Хочу увидеть весь мир.,2244
Очень люблю петь.,2245
Люблю театр,2246
У меня три кошки,2247
У меня погибли родители.,2248
Довожу все до конца,2249
Не люблю глупых людей,2250
Я люблю готовить тирамису.,2251
У меня двадцать кроликов,2252
У меня 4 детей,2253
У меня есть кот.,2254
Увлекаюсь изучением языков.,2255
Родители- музыканты,2256
Я люблю путешествовать,2257
Я выпиваю с посетителями.,2258
у меня большая семья,2259
Смотрю видео умные на Ютубе.,2260
никогда не видела море,2261
Люблю рыбачить.,2262
Люблю животных,2263
Живу в Адлере.,2264
Я хорошо готовлю,2265
не пью,2266
Мой любимый писатель Валиулин.,2267
Завтра идем в театр.,2268
Люблю группу рамштайн,2269
Люблю спорт,2270
Я хорошо пою.,2271
У меня много друзей.,2272
Я люблю шоппинг,2273
У меня нет времени.,2274
Люблю котят.,2275
Я быстро бегаю.,2276
У меня два кота,2277
Делал ангела на снегу,2278
Я люблю показывать фокусы.,2279
Пишу стихи.,2280
я люблю свою младшую сестру,2281
Я занимаюсь строительством,2282
У нас дома не бывает скучно.,2283
Я очень люблю суши,2284
Я люблю вышивать,2285
люблю плавать.,2286
Хорошо считаю в уме,2287
Люблю свою работу.,2288
У меня есть кот,2289
У меня отличная память.,2290
у меня есть попугай,2291
У меня есть орхидея.,2292
У меня есть племянница,2293
Я хочу жить за границей.,2294
У две дочки.,2295
Мне нравится пиво.,2296
Я жду малыша.,2297
Я люблю музыку.,2298
Я работаю в магазине.,2299
У меня есть плащ.,2300
Хожу на концерты.,2301
У меня есть попугай.,2302
Проживаю в городе Хвалынск,2303
У меня есть моторная лодка,2304
Я хорошо готовлю,2305
Я не ем сладкое.,2306
Я люблю компьютерные игры.,2307
У меня есть кот.,2308
люблю своего парня,2309
Я закончила институт.,2310
я обожаю автомобили,2311
Верю в инопланетян.,2312
У меня есть ребёнок,2313
Родители в деревушке.,2314
Я жил во Франции.,2315
я люблю конфеты,2316
Я скоро выхожу замуж.,2317
Я езжу на мотоцикле.,2318
Высаживаю цветы,2319
У меня есть сын.,2320
Я люблю своих родителей.,2321
Учу английский.,2322
Я люблю животных,2323
Я работаю ветеринаром.,2324
Люблю покушать.,2325
Есть двое детей.,2326
Я живу с родителями,2327
У меня есть две кошки,2328
Учусь на дизайнера,2329
Мечтаю путешествовать,2330
Апроололд,2331
Люблю белый шоколад.,2332
Я люблю Индию,2333
люблю велоспорт,2334
Мой дом на берегу моря.,2335
у меня двое детей,2336
Люблю смотреть фильмы.,2337
три племянников и племянниц,2338
Люблю делать массаж.,2339
Выучила 7 языков,2340
Я хорошо готовлю.,2341
умею косить сено,2342
Хочу покататься на коньках,2343
Люблю общаться,2344
Я люблю плавать.,2345
Я живу с бабушкой.,2346
Я живу на первом этаже.,2347
Люблю есть.,2348
Люблю танцевать.,2349
Любуюсь звездами.,2350
Я работаю комбайнером.,2351
Я люблю заниматься рукоделием.,2352
У меня есть кошка,2353
Я люблю сосиски.,2354
Я делаю зарядку утром,2355
Собираю значки.,2356
Мне нравятся сериалы.,2357
Я хочу стать актрисой,2358
Друзья ценят меня.,2359
Работаю инженером,2360
У меня есть девушка,2361
мои родители разведены .,2362
люблю гулять по парку,2363
Живу в доме.,2364
недавно закончил вуз,2365
Я люблю котиков,2366
Служил в ВДВ,2367
Мечтаю увидеть океан.,2368
Люблю заниматься спортом,2369
Я живу с подругой.,2370
Я путешествую.,2371
пью фиточай,2372
Занимаюсь спортом.,2373
я люблю животных,2374
Я боюсь пауков,2375
Я люблю помидоры.,2376
Люблю смотреть сериалы.,2377
Люблю грузинскую кухню,2378
Я люблю говорить.,2379
Очень веселая,2380
Я студент,2381
Хочу стать гонщиком,2382
Люблю плавание,2383
Я люблю гулять в парке.,2384
дважды был женат,2385
я люблю пиво,2386
Я не работаю,2387
Волонтер нашего города,2388
Я люблю готовить,2389
Я люблю лето.,2390
Я пеку торты .,2391
Мне нравиться рисовать.,2392
Я люблю салаты,2393
У меня 2 сына и дочь,2394
ненавижу идиотов,2395
Я много читаю,2396
Я весёлый.,2397
Я редко провожу выходные дома,2398
Занимаюсь лёгкой атлетикой.,2399
Подцепила ветрянку от детей.,2400
У меня есть жена.,2401
У меня есть девушка,2402
Я сейчас директор СТО,2403
Я люблю животных,2404
Смотрю ютюб,2405
Я вкусно готовлю,2406
У меня двое детей.,2407
Веселый человек.,2408
Я окончил ВУЗ.,2409
У меня есть мама,2410
У меня есть жена и дочь.,2411
Я увлекаюсь боксом.,2412
Я рано встаю,2413
люблю ходить в походы,2414
Люблю цветы.,2415
Я люблю пельмени.,2416
Я пишу песни,2417
у меня есть крестник.,2418
Я люблю курицу.,2419
Варю варенье,2420
Вчера я вышла замуж.,2421
Увлекаюсь фотографией.,2422
Люблю свое имя.,2423
Люблю ходить по магазинам.,2424
Люблю скорость.,2425
Я люблю готовить.,2426
Мечтаю прославится.,2427
не езжу на маршрутках,2428
Мне нравятся акулы.,2429
У нас с ней двое детей,2430
У меня есть брат.,2431
Я люблю джаз.,2432
Я хочу часы ходики,2433
Верю в Деда Мороза.,2434
Люблю котов.,2435
У меня трое внуков.,2436
У меня аллергия на цветы.,2437
Учусь в школе.,2438
У меня есть муж.,2439
Люблю мороженное.,2440
Есть кошка и кот.,2441
Я студентка.,2442
Обожаю смотреть ужастики,2443
Увлекаюсь охотой,2444
Я парикмахер,2445
Я интересный.,2446
Я умная.,2447
Хожу в галереи,2448
Я женат на иностранке.,2449
Жду ребенка.,2450
Люблю гулять зимой,2451
У меня черный кошелек.,2452
Я живу в частном доме,2453
Никогда не стриглась коротко.,2454
Я охотник,2455
Я путешествовал по Перу - посещал Мачу-Пикчу.,2456
Люблю сладости,2457
У меня есть кошка и кот,2458
у меня две кошки,2459
У меня есть дочь,2460
Мои родители пенсионеры,2461
У меня есть две кошки.,2462
у моей жены сестры близняшки,2463
Я люблю Россию.,2464
Есть домашний питомец.,2465
Люблю гимнастику,2466
я люблю отдыхать на природе,2467
Не люблю ночью спать,2468
Я любвеобильна,2469
Своя квартира,2470
Я люблю сауну.,2471
Я замужем.,2472
Я люблю рыбалку.,2473
Я люблю читать.,2474
Каратист.,2475
У меня есть лабрадор.,2476
Я имею большую семью,2477
У меня машина.,2478
Моя мечта - свой бизнес.,2479
У меня есть крыса.,2480
Хочу поехать на Таити.,2481
Я много читаю,2482
Люблю животных,2483
Блогер со стажем.,2484
Я занимаюсь садом,2485
Я много путешествую.,2486
Я живу на пятом этаже.,2487
У меня есть кот Барсик.,2488
Мои родители врачи,2489
Боюсь высоты.,2490
У меня есть собака,2491
у меня двое сыновей,2492
Мне нравится путешествовать.,2493
Я люблю кукол.,2494
я живу в квартире,2495
Работаю в турфирме.,2496
Я вкусно готовлю,2497
живу за городом,2498
Я посещаю выставки.,2499
люблю готовить.,2500
У меня три кота .,2501
Люблю сладости.,2502
Развожу цветы,2503
У меня шесть пальцев на ноге,2504
Я хожу в спорт зал.,2505
путешествую,2506
Катаюсь на санках,2507
Занимаюсь спортом.,2508
Занимаюсь боулингом.,2509
Выращиваю цветы.,2510
У меня есть большой дом,2511
Я работаю слесарем.,2512
Много фотографируюсь.,2513
Люблю котиков,2514
мне нравится читать книги,2515
У меня 2 детей,2516
Играю на компьютере.,2517
Я люблю мужа,2518
Люблю фастфуд.,2519
Я влюбилась,2520
Я люблю деревья.,2521
Я люблю мандарины,2522
У меня есть кошка.,2523
У меня есть муж.,2524
Работаю поваром,2525
Люблю огород.,2526
я лаборант,2527
Хочу побывать в Индии,2528
Мне 21 год,2529
Я студентка.,2530
танцую лампаду,2531
Владею английским языком.,2532
увлекаюсь каллиграфией,2533
У меня трое детей,2534
Я люблю читать,2535
Хожу в тренажерный зал.,2536
У меня есть собака,2537
У меня две собаки.,2538
работаю флористом,2539
У меня есть дочка.,2540
У меня 4 детей,2541
Я хожу в кафе.,2542
У меня 2 собаки.,2543
Я люблю собак.,2544
У меня хорошая работа,2545
У меня есть кот,2546
Я слушаю джаз.,2547
Я хорошо рисую,2548
Я люблю шашлыки.,2549
Я люблю кофе,2550
Я люблю кататься на лыжах,2551
Знаю три языка,2552
Мне 36 лет,2553
Я Хочу Гродно.,2554
Я делаю кексы.,2555
Я не умею водить автомобиль,2556
У меня есть сестра.,2557
У меня большой особняк.,2558
Я хорошо вожу машину.,2559
Я завела собаку,2560
Я выучилась на менеджера,2561
Обожаю готовить.,2562
Я люблю играть с детьми.,2563
Я люблю вышивать,2564
Я люблю футбол.,2565
я закончил техникум,2566
Я завел терьера.,2567
Увлекаюсь туризмом.,2568
Я люблю орехи,2569
Я хожу в тренажерный зал.,2570
интроверт,2571
Я люблю слушать рок,2572
Не люблю урагана,2573
я часто ругаюсь со своей женой,2574
Обожаю своего кота.,2575
У меня есть велосипед,2576
Я завёл черепашку,2577
я люблю мультики,2578
Я училась на ветеринара.,2579
Я люблю реки.,2580
Закончила вязать свитер внучке,2581
много читаю,2582
отдыхала в Китае,2583
Люблю путешествовать,2584
Вяжу корзинки для декора,2585
Я люблю шоппинг.,2586
Был в столице Мира.,2587
Я за здоровый образ жизни.,2588
Ненавижу скуку,2589
Люблю рисовать.,2590
Я люблю игры.,2591
У меня длинные волосы.,2592
я совсем одинок,2593
Мне нравиться активный отдых.,2594
У меня есть коллекция марок,2595
Очень мало сплю.,2596
я очень люблю огород,2597
У меня есть вещи.,2598
Снимаю квартиру.,2599
У меня есть карта России.,2600
Я вяжу,2601
Я обожаю море.,2602
Я занимаюсь футболом,2603
я очень люблю готовить.,2604
Я уверенный.,2605
Я люблю рыбу,2606
Живу в Таиланде,2607
я веду журнал,2608
Увлекаюсь фотографией.,2609
Я хорошо играю на гитаре,2610
По выходным езжу к бабушке.,2611
Я занимаюсь танцами,2612
У меня три кота,2613
у меня есть ребенок,2614
Мне подарили собаку.,2615
Я живу с мамой и котом,2616
Я люблю готовить.,2617
Планирую открыть ресторан.,2618
Имею несколько велосипедов.,2619
С мужем в разводе,2620
Я работаю библиотекарем,2621
я люблю тусоваться,2622
Я сирота,2623
я не люблю готовить,2624
Я хочу английский.,2625
Сентиментален,2626
Я горжусь собой.,2627
Читаю литературу.,2628
Я люблю одиночество.,2629
Моя жена модель.,2630
у меня мало друзей,2631
Очень люблю путешествовать,2632
Слушаю тяжелый рок,2633
Есть жена и дети,2634
Я работаю водителем.,2635
Есть трое детей.,2636
Увлекаюсь резьбой по дереву.,2637
Не умею готовить,2638
Хорошо готовлю.,2639
У меня двое деток!,2640
я люблю готовить.,2641
Мне нравится летать на самолете.,2642
У меня рыбки.,2643
Работа нравится.,2644
Я учусь играть на гитаре.,2645
Я гоняю пьяных работников,2646
Я люблю печь пироги,2647
Не курю.,2648
Собираюсь выйти замуж,2649
Я люблю рыбачить .,2650
У меня есть ожог на лице.,2651
работаю для мужа,2652
Люблю работать.,2653
Провожу время на природе.,2654
Читаю в свободное время.,2655
Люблю смотреть сериалы,2656
Я не умею плавать,2657
Я люблю рок,2658
Я живу в городе.,2659
Я умею играть на гитаре.,2660
Мне нравится разная музыка.,2661
У меня есть близнец.,2662
Я люблю растения.,2663
Я люблю печь торты,2664
у меня есть собака,2665
я сегодня в плавании,2666
Есть люблю редис,2667
я учусь на юриста,2668
Я люблю посиделки у камина.,2669
я езжу на рыбалку,2670
Я хорошо пеку,2671
У меня есть собака,2672
Я пишу стихи,2673
Увлекаюсь кулинарией,2674
Я люблю отдыхать на природе.,2675
У меня три автомобиля,2676
